station,date,year,month_abbr,day_in_month,doy,daily_rainfall_LS
'LIVING01',1947-05-26,1947,May,26,147,0
'LIVING01',1947-05-27,1947,May,27,148,0
'LIVING01',1947-05-28,1947,May,28,149,0
'LIVING01',1947-05-29,1947,May,29,150,0
'LIVING01',1947-05-30,1947,May,30,151,0
'LIVING01',1947-05-31,1947,May,31,152,0
'LIVING01',1947-06-01,1947,Jun,1,153,0
'LIVING01',1947-06-02,1947,Jun,2,154,0
'LIVING01',1947-06-03,1947,Jun,3,155,0
'LIVING01',1947-06-04,1947,Jun,4,156,0
'LIVING01',1947-06-05,1947,Jun,5,157,0
'LIVING01',1947-06-06,1947,Jun,6,158,0
'LIVING01',1947-06-07,1947,Jun,7,159,0
'LIVING01',1947-06-08,1947,Jun,8,160,0
'LIVING01',1947-06-09,1947,Jun,9,161,0
'LIVING01',1947-06-10,1947,Jun,10,162,0
'LIVING01',1947-06-11,1947,Jun,11,163,0
'LIVING01',1947-06-12,1947,Jun,12,164,0
'LIVING01',1947-06-13,1947,Jun,13,165,0
'LIVING01',1947-06-14,1947,Jun,14,166,0
'LIVING01',1947-06-15,1947,Jun,15,167,0
'LIVING01',1947-06-16,1947,Jun,16,168,0
'LIVING01',1947-06-17,1947,Jun,17,169,0
'LIVING01',1947-06-18,1947,Jun,18,170,0
'LIVING01',1947-06-19,1947,Jun,19,171,0
'LIVING01',1947-06-20,1947,Jun,20,172,0
'LIVING01',1947-06-21,1947,Jun,21,173,0
'LIVING01',1947-06-22,1947,Jun,22,174,0
'LIVING01',1947-06-23,1947,Jun,23,175,0
'LIVING01',1947-06-24,1947,Jun,24,176,0
'LIVING01',1947-06-25,1947,Jun,25,177,0
'LIVING01',1947-06-26,1947,Jun,26,178,0
'LIVING01',1947-06-27,1947,Jun,27,179,0
'LIVING01',1947-06-28,1947,Jun,28,180,0
'LIVING01',1947-06-29,1947,Jun,29,181,0
'LIVING01',1947-06-30,1947,Jun,30,182,0
'LIVING01',1947-07-01,1947,Jul,1,183,98.3
'LIVING01',1947-07-02,1947,Jul,2,184,0
'LIVING01',1947-07-03,1947,Jul,3,185,0
'LIVING01',1947-07-04,1947,Jul,4,186,0
'LIVING01',1947-07-05,1947,Jul,5,187,0
'LIVING01',1947-07-06,1947,Jul,6,188,0
'LIVING01',1947-07-07,1947,Jul,7,189,0
'LIVING01',1947-07-08,1947,Jul,8,190,0
'LIVING01',1947-07-09,1947,Jul,9,191,0
'LIVING01',1947-07-10,1947,Jul,10,192,0
'LIVING01',1947-07-11,1947,Jul,11,193,0
'LIVING01',1947-07-12,1947,Jul,12,194,0
'LIVING01',1947-07-13,1947,Jul,13,195,0
'LIVING01',1947-07-14,1947,Jul,14,196,0
'LIVING01',1947-07-15,1947,Jul,15,197,0
'LIVING01',1947-07-16,1947,Jul,16,198,0
'LIVING01',1947-07-17,1947,Jul,17,199,0
'LIVING01',1947-07-18,1947,Jul,18,200,0
'LIVING01',1947-07-19,1947,Jul,19,201,0
'LIVING01',1947-07-20,1947,Jul,20,202,0
'LIVING01',1947-07-21,1947,Jul,21,203,0
'LIVING01',1947-07-22,1947,Jul,22,204,0
'LIVING01',1947-07-23,1947,Jul,23,205,0
'LIVING01',1947-07-24,1947,Jul,24,206,0
'LIVING01',1947-07-25,1947,Jul,25,207,0
'LIVING01',1947-07-26,1947,Jul,26,208,0
'LIVING01',1947-07-27,1947,Jul,27,209,0
'LIVING01',1947-07-28,1947,Jul,28,210,0
'LIVING01',1947-07-29,1947,Jul,29,211,0
'LIVING01',1947-07-30,1947,Jul,30,212,0
'LIVING01',1947-07-31,1947,Jul,31,213,0
'LIVING01',1947-08-01,1947,Aug,1,214,0
'LIVING01',1947-08-02,1947,Aug,2,215,0
'LIVING01',1947-08-03,1947,Aug,3,216,0
'LIVING01',1947-08-04,1947,Aug,4,217,0
'LIVING01',1947-08-05,1947,Aug,5,218,0
'LIVING01',1947-08-06,1947,Aug,6,219,0
'LIVING01',1947-08-07,1947,Aug,7,220,0
'LIVING01',1947-08-08,1947,Aug,8,221,0
'LIVING01',1947-08-09,1947,Aug,9,222,0
'LIVING01',1947-08-10,1947,Aug,10,223,0
'LIVING01',1947-08-11,1947,Aug,11,224,0
'LIVING01',1947-08-12,1947,Aug,12,225,0
'LIVING01',1947-08-13,1947,Aug,13,226,0
'LIVING01',1947-08-14,1947,Aug,14,227,0
'LIVING01',1947-08-15,1947,Aug,15,228,0
'LIVING01',1947-08-16,1947,Aug,16,229,0
'LIVING01',1947-08-17,1947,Aug,17,230,0
'LIVING01',1947-08-18,1947,Aug,18,231,0
'LIVING01',1947-08-19,1947,Aug,19,232,0
'LIVING01',1947-08-20,1947,Aug,20,233,0.8
'LIVING01',1947-08-21,1947,Aug,21,234,0
'LIVING01',1947-08-22,1947,Aug,22,235,0
'LIVING01',1947-08-23,1947,Aug,23,236,0
'LIVING01',1947-08-24,1947,Aug,24,237,0
'LIVING01',1947-08-25,1947,Aug,25,238,0
'LIVING01',1947-08-26,1947,Aug,26,239,0
'LIVING01',1947-08-27,1947,Aug,27,240,0
'LIVING01',1947-08-28,1947,Aug,28,241,0
'LIVING01',1947-08-29,1947,Aug,29,242,0
'LIVING01',1947-08-30,1947,Aug,30,243,0
'LIVING01',1947-08-31,1947,Aug,31,244,0
'LIVING01',1947-09-01,1947,Sep,1,245,0
'LIVING01',1947-09-02,1947,Sep,2,246,0
'LIVING01',1947-09-03,1947,Sep,3,247,0
'LIVING01',1947-09-04,1947,Sep,4,248,0
'LIVING01',1947-09-05,1947,Sep,5,249,0.3
'LIVING01',1947-09-06,1947,Sep,6,250,0
'LIVING01',1947-09-07,1947,Sep,7,251,0
'LIVING01',1947-09-08,1947,Sep,8,252,0
'LIVING01',1947-09-09,1947,Sep,9,253,0
'LIVING01',1947-09-10,1947,Sep,10,254,0
'LIVING01',1947-09-11,1947,Sep,11,255,0
'LIVING01',1947-09-12,1947,Sep,12,256,0
'LIVING01',1947-09-13,1947,Sep,13,257,0
'LIVING01',1947-09-14,1947,Sep,14,258,0
'LIVING01',1947-09-15,1947,Sep,15,259,0
'LIVING01',1947-09-16,1947,Sep,16,260,0
'LIVING01',1947-09-17,1947,Sep,17,261,0
'LIVING01',1947-09-18,1947,Sep,18,262,3.8
'LIVING01',1947-09-19,1947,Sep,19,263,0
'LIVING01',1947-09-20,1947,Sep,20,264,0
'LIVING01',1947-09-21,1947,Sep,21,265,1.8
'LIVING01',1947-09-22,1947,Sep,22,266,0
'LIVING01',1947-09-23,1947,Sep,23,267,0
'LIVING01',1947-09-24,1947,Sep,24,268,0
'LIVING01',1947-09-25,1947,Sep,25,269,0
'LIVING01',1947-09-26,1947,Sep,26,270,0
'LIVING01',1947-09-27,1947,Sep,27,271,0.3
'LIVING01',1947-09-28,1947,Sep,28,272,0
'LIVING01',1947-09-29,1947,Sep,29,273,0
'LIVING01',1947-09-30,1947,Sep,30,274,0.3
'LIVING01',1947-10-01,1947,Oct,1,275,0
'LIVING01',1947-10-02,1947,Oct,2,276,0
'LIVING01',1947-10-03,1947,Oct,3,277,0
'LIVING01',1947-10-04,1947,Oct,4,278,0
'LIVING01',1947-10-05,1947,Oct,5,279,0
'LIVING01',1947-10-06,1947,Oct,6,280,0
'LIVING01',1947-10-07,1947,Oct,7,281,49.3
'LIVING01',1947-10-08,1947,Oct,8,282,0
'LIVING01',1947-10-09,1947,Oct,9,283,17
'LIVING01',1947-10-10,1947,Oct,10,284,0
'LIVING01',1947-10-11,1947,Oct,11,285,0
'LIVING01',1947-10-12,1947,Oct,12,286,0
'LIVING01',1947-10-13,1947,Oct,13,287,0
'LIVING01',1947-10-14,1947,Oct,14,288,0.5
'LIVING01',1947-10-15,1947,Oct,15,289,0
'LIVING01',1947-10-16,1947,Oct,16,290,0
'LIVING01',1947-10-17,1947,Oct,17,291,5.6
'LIVING01',1947-10-18,1947,Oct,18,292,0
'LIVING01',1947-10-19,1947,Oct,19,293,0
'LIVING01',1947-10-20,1947,Oct,20,294,0.8
'LIVING01',1947-10-21,1947,Oct,21,295,5.8
'LIVING01',1947-10-22,1947,Oct,22,296,0
'LIVING01',1947-10-23,1947,Oct,23,297,0.8
'LIVING01',1947-10-24,1947,Oct,24,298,0
'LIVING01',1947-10-25,1947,Oct,25,299,1
'LIVING01',1947-10-26,1947,Oct,26,300,8.4
'LIVING01',1947-10-27,1947,Oct,27,301,46.2
'LIVING01',1947-10-28,1947,Oct,28,302,1.5
'LIVING01',1947-10-29,1947,Oct,29,303,0
'LIVING01',1947-10-30,1947,Oct,30,304,0
'LIVING01',1947-10-31,1947,Oct,31,305,0
'LIVING01',1947-11-01,1947,Nov,1,306,0
'LIVING01',1947-11-02,1947,Nov,2,307,0
'LIVING01',1947-11-03,1947,Nov,3,308,0
'LIVING01',1947-11-04,1947,Nov,4,309,0
'LIVING01',1947-11-05,1947,Nov,5,310,0
'LIVING01',1947-11-06,1947,Nov,6,311,0
'LIVING01',1947-11-07,1947,Nov,7,312,0
'LIVING01',1947-11-08,1947,Nov,8,313,49.3
'LIVING01',1947-11-09,1947,Nov,9,314,0
'LIVING01',1947-11-10,1947,Nov,10,315,17
'LIVING01',1947-11-11,1947,Nov,11,316,0
'LIVING01',1947-11-12,1947,Nov,12,317,0
'LIVING01',1947-11-13,1947,Nov,13,318,0
'LIVING01',1947-11-14,1947,Nov,14,319,0
'LIVING01',1947-11-15,1947,Nov,15,320,0
'LIVING01',1947-11-16,1947,Nov,16,321,0.5
'LIVING01',1947-11-17,1947,Nov,17,322,0
'LIVING01',1947-11-18,1947,Nov,18,323,0
'LIVING01',1947-11-19,1947,Nov,19,324,5.6
'LIVING01',1947-11-20,1947,Nov,20,325,0
'LIVING01',1947-11-21,1947,Nov,21,326,0
'LIVING01',1947-11-22,1947,Nov,22,327,0.8
'LIVING01',1947-11-23,1947,Nov,23,328,5.8
'LIVING01',1947-11-24,1947,Nov,24,329,0
'LIVING01',1947-11-25,1947,Nov,25,330,0.8
'LIVING01',1947-11-26,1947,Nov,26,331,0
'LIVING01',1947-11-27,1947,Nov,27,332,1
'LIVING01',1947-11-28,1947,Nov,28,333,8.4
'LIVING01',1947-11-29,1947,Nov,29,334,46.2
'LIVING01',1947-11-30,1947,Nov,30,335,1.5
'LIVING01',1947-12-01,1947,Dec,1,336,9.4
'LIVING01',1947-12-02,1947,Dec,2,337,0
'LIVING01',1947-12-03,1947,Dec,3,338,0
'LIVING01',1947-12-04,1947,Dec,4,339,0.3
'LIVING01',1947-12-05,1947,Dec,5,340,1.3
'LIVING01',1947-12-06,1947,Dec,6,341,3.6
'LIVING01',1947-12-07,1947,Dec,7,342,35.3
'LIVING01',1947-12-08,1947,Dec,8,343,0
'LIVING01',1947-12-09,1947,Dec,9,344,0
'LIVING01',1947-12-10,1947,Dec,10,345,0.3
'LIVING01',1947-12-11,1947,Dec,11,346,2.3
'LIVING01',1947-12-12,1947,Dec,12,347,12.7
'LIVING01',1947-12-13,1947,Dec,13,348,0
'LIVING01',1947-12-14,1947,Dec,14,349,10.4
'LIVING01',1947-12-15,1947,Dec,15,350,0
'LIVING01',1947-12-16,1947,Dec,16,351,20.3
'LIVING01',1947-12-17,1947,Dec,17,352,30.7
'LIVING01',1947-12-18,1947,Dec,18,353,11.4
'LIVING01',1947-12-19,1947,Dec,19,354,3.3
'LIVING01',1947-12-20,1947,Dec,20,355,99.8
'LIVING01',1947-12-21,1947,Dec,21,356,0
'LIVING01',1947-12-22,1947,Dec,22,357,0.8
'LIVING01',1947-12-23,1947,Dec,23,358,0
'LIVING01',1947-12-24,1947,Dec,24,359,0
'LIVING01',1947-12-25,1947,Dec,25,360,0
'LIVING01',1947-12-26,1947,Dec,26,361,0
'LIVING01',1947-12-27,1947,Dec,27,362,53.3
'LIVING01',1947-12-28,1947,Dec,28,363,7.4
'LIVING01',1947-12-29,1947,Dec,29,364,7.4
'LIVING01',1947-12-30,1947,Dec,30,365,0
'LIVING01',1947-12-31,1947,Dec,31,366,0
'LIVING01',1948-01-01,1948,Jan,1,1,17
'LIVING01',1948-01-02,1948,Jan,2,2,5.8
'LIVING01',1948-01-03,1948,Jan,3,3,0
'LIVING01',1948-01-04,1948,Jan,4,4,12.7
'LIVING01',1948-01-05,1948,Jan,5,5,2.5
'LIVING01',1948-01-06,1948,Jan,6,6,1.5
'LIVING01',1948-01-07,1948,Jan,7,7,7.4
'LIVING01',1948-01-08,1948,Jan,8,8,0
'LIVING01',1948-01-09,1948,Jan,9,9,17.3
'LIVING01',1948-01-10,1948,Jan,10,10,10.2
'LIVING01',1948-01-11,1948,Jan,11,11,0
'LIVING01',1948-01-12,1948,Jan,12,12,0
'LIVING01',1948-01-13,1948,Jan,13,13,0
'LIVING01',1948-01-14,1948,Jan,14,14,7.9
'LIVING01',1948-01-15,1948,Jan,15,15,0
'LIVING01',1948-01-16,1948,Jan,16,16,2.3
'LIVING01',1948-01-17,1948,Jan,17,17,68.6
'LIVING01',1948-01-18,1948,Jan,18,18,7.1
'LIVING01',1948-01-19,1948,Jan,19,19,2.3
'LIVING01',1948-01-20,1948,Jan,20,20,4.8
'LIVING01',1948-01-21,1948,Jan,21,21,7.4
'LIVING01',1948-01-22,1948,Jan,22,22,0.5
'LIVING01',1948-01-23,1948,Jan,23,23,0.3
'LIVING01',1948-01-24,1948,Jan,24,24,1.5
'LIVING01',1948-01-25,1948,Jan,25,25,0
'LIVING01',1948-01-26,1948,Jan,26,26,3.8
'LIVING01',1948-01-27,1948,Jan,27,27,0
'LIVING01',1948-01-28,1948,Jan,28,28,0
'LIVING01',1948-01-29,1948,Jan,29,29,0
'LIVING01',1948-01-30,1948,Jan,30,30,6.3
'LIVING01',1948-01-31,1948,Jan,31,31,0
'LIVING01',1948-03-01,1948,Mar,1,61,68.3
'LIVING01',1948-03-02,1948,Mar,2,62,2
'LIVING01',1948-03-03,1948,Mar,3,63,6.6
'LIVING01',1948-03-04,1948,Mar,4,64,5.1
'LIVING01',1948-03-05,1948,Mar,5,65,5.1
'LIVING01',1948-03-06,1948,Mar,6,66,0
'LIVING01',1948-03-07,1948,Mar,7,67,0
'LIVING01',1948-03-08,1948,Mar,8,68,5.1
'LIVING01',1948-03-09,1948,Mar,9,69,13.2
'LIVING01',1948-03-10,1948,Mar,10,70,0.8
'LIVING01',1948-03-11,1948,Mar,11,71,0
'LIVING01',1948-03-12,1948,Mar,12,72,22.4
'LIVING01',1948-03-13,1948,Mar,13,73,0
'LIVING01',1948-03-14,1948,Mar,14,74,0
'LIVING01',1948-03-15,1948,Mar,15,75,9.4
'LIVING01',1948-03-16,1948,Mar,16,76,0
'LIVING01',1948-03-17,1948,Mar,17,77,0
'LIVING01',1948-03-18,1948,Mar,18,78,0.3
'LIVING01',1948-03-19,1948,Mar,19,79,6.9
'LIVING01',1948-03-20,1948,Mar,20,80,3.8
'LIVING01',1948-03-21,1948,Mar,21,81,0
'LIVING01',1948-03-22,1948,Mar,22,82,9.7
'LIVING01',1948-03-23,1948,Mar,23,83,0
'LIVING01',1948-03-24,1948,Mar,24,84,0
'LIVING01',1948-03-25,1948,Mar,25,85,5.8
'LIVING01',1948-03-26,1948,Mar,26,86,0
'LIVING01',1948-03-27,1948,Mar,27,87,0
'LIVING01',1948-03-28,1948,Mar,28,88,0
'LIVING01',1948-03-29,1948,Mar,29,89,6.1
'LIVING01',1948-03-30,1948,Mar,30,90,0
'LIVING01',1948-03-31,1948,Mar,31,91,0
'LIVING01',1948-04-01,1948,Apr,1,92,0
'LIVING01',1948-04-02,1948,Apr,2,93,0
'LIVING01',1948-04-03,1948,Apr,3,94,0
'LIVING01',1948-04-04,1948,Apr,4,95,0
'LIVING01',1948-04-05,1948,Apr,5,96,0
'LIVING01',1948-04-06,1948,Apr,6,97,0
'LIVING01',1948-04-07,1948,Apr,7,98,0
'LIVING01',1948-04-08,1948,Apr,8,99,0
'LIVING01',1948-04-09,1948,Apr,9,100,0
'LIVING01',1948-04-10,1948,Apr,10,101,0
'LIVING01',1948-04-11,1948,Apr,11,102,0
'LIVING01',1948-04-12,1948,Apr,12,103,0
'LIVING01',1948-04-13,1948,Apr,13,104,0
'LIVING01',1948-04-14,1948,Apr,14,105,0
'LIVING01',1948-04-15,1948,Apr,15,106,0
'LIVING01',1948-04-16,1948,Apr,16,107,0
'LIVING01',1948-04-17,1948,Apr,17,108,0
'LIVING01',1948-04-18,1948,Apr,18,109,0
'LIVING01',1948-04-19,1948,Apr,19,110,0
'LIVING01',1948-04-20,1948,Apr,20,111,0
'LIVING01',1948-04-21,1948,Apr,21,112,0
'LIVING01',1948-04-22,1948,Apr,22,113,0
'LIVING01',1948-04-23,1948,Apr,23,114,0
'LIVING01',1948-04-24,1948,Apr,24,115,0
'LIVING01',1948-04-25,1948,Apr,25,116,0
'LIVING01',1948-04-26,1948,Apr,26,117,0
'LIVING01',1948-04-27,1948,Apr,27,118,0
'LIVING01',1948-04-28,1948,Apr,28,119,0
'LIVING01',1948-04-29,1948,Apr,29,120,0
'LIVING01',1948-04-30,1948,Apr,30,121,0
'LIVING01',1948-05-01,1948,May,1,122,0
'LIVING01',1948-05-02,1948,May,2,123,0
'LIVING01',1948-05-03,1948,May,3,124,0
'LIVING01',1948-05-04,1948,May,4,125,1
'LIVING01',1948-05-05,1948,May,5,126,0
'LIVING01',1948-05-06,1948,May,6,127,0
'LIVING01',1948-05-07,1948,May,7,128,0
'LIVING01',1948-05-08,1948,May,8,129,0
'LIVING01',1948-05-09,1948,May,9,130,0
'LIVING01',1948-05-10,1948,May,10,131,0
'LIVING01',1948-05-11,1948,May,11,132,0
'LIVING01',1948-05-12,1948,May,12,133,0
'LIVING01',1948-05-13,1948,May,13,134,0
'LIVING01',1948-05-14,1948,May,14,135,0
'LIVING01',1948-05-15,1948,May,15,136,0
'LIVING01',1948-05-16,1948,May,16,137,0
'LIVING01',1948-05-17,1948,May,17,138,0
'LIVING01',1948-05-18,1948,May,18,139,0
'LIVING01',1948-05-19,1948,May,19,140,0
'LIVING01',1948-05-20,1948,May,20,141,0
'LIVING01',1948-05-21,1948,May,21,142,0
'LIVING01',1948-05-22,1948,May,22,143,0
'LIVING01',1948-05-23,1948,May,23,144,0
'LIVING01',1948-05-24,1948,May,24,145,0
'LIVING01',1948-05-25,1948,May,25,146,0
'LIVING01',1948-05-26,1948,May,26,147,0
'LIVING01',1948-05-27,1948,May,27,148,0
'LIVING01',1948-05-28,1948,May,28,149,0
'LIVING01',1948-05-29,1948,May,29,150,0
'LIVING01',1948-05-30,1948,May,30,151,0
'LIVING01',1948-05-31,1948,May,31,152,0
'LIVING01',1948-06-01,1948,Jun,1,153,0
'LIVING01',1948-06-02,1948,Jun,2,154,0
'LIVING01',1948-06-03,1948,Jun,3,155,0
'LIVING01',1948-06-04,1948,Jun,4,156,0
'LIVING01',1948-06-05,1948,Jun,5,157,0
'LIVING01',1948-06-06,1948,Jun,6,158,0
'LIVING01',1948-06-07,1948,Jun,7,159,0
'LIVING01',1948-06-08,1948,Jun,8,160,0
'LIVING01',1948-06-09,1948,Jun,9,161,0
'LIVING01',1948-06-10,1948,Jun,10,162,0
'LIVING01',1948-06-11,1948,Jun,11,163,0
'LIVING01',1948-06-12,1948,Jun,12,164,0
'LIVING01',1948-06-13,1948,Jun,13,165,0
'LIVING01',1948-06-14,1948,Jun,14,166,0
'LIVING01',1948-06-15,1948,Jun,15,167,0
'LIVING01',1948-06-16,1948,Jun,16,168,0
'LIVING01',1948-06-17,1948,Jun,17,169,0
'LIVING01',1948-06-18,1948,Jun,18,170,0
'LIVING01',1948-06-19,1948,Jun,19,171,0
'LIVING01',1948-06-20,1948,Jun,20,172,0
'LIVING01',1948-06-21,1948,Jun,21,173,0
'LIVING01',1948-06-22,1948,Jun,22,174,0
'LIVING01',1948-06-23,1948,Jun,23,175,0
'LIVING01',1948-06-24,1948,Jun,24,176,0
'LIVING01',1948-06-25,1948,Jun,25,177,0
'LIVING01',1948-06-26,1948,Jun,26,178,0
'LIVING01',1948-06-27,1948,Jun,27,179,0
'LIVING01',1948-06-28,1948,Jun,28,180,0
'LIVING01',1948-06-29,1948,Jun,29,181,0
'LIVING01',1948-06-30,1948,Jun,30,182,0
'LIVING01',1948-07-01,1948,Jul,1,183,0
'LIVING01',1948-07-02,1948,Jul,2,184,0
'LIVING01',1948-07-03,1948,Jul,3,185,0
'LIVING01',1948-07-04,1948,Jul,4,186,0
'LIVING01',1948-07-05,1948,Jul,5,187,0
'LIVING01',1948-07-06,1948,Jul,6,188,0
'LIVING01',1948-07-07,1948,Jul,7,189,0
'LIVING01',1948-07-08,1948,Jul,8,190,0
'LIVING01',1948-07-09,1948,Jul,9,191,0
'LIVING01',1948-07-10,1948,Jul,10,192,0
'LIVING01',1948-07-11,1948,Jul,11,193,0
'LIVING01',1948-07-12,1948,Jul,12,194,0
'LIVING01',1948-07-13,1948,Jul,13,195,0
'LIVING01',1948-07-14,1948,Jul,14,196,0
'LIVING01',1948-07-15,1948,Jul,15,197,0
'LIVING01',1948-07-16,1948,Jul,16,198,0
'LIVING01',1948-07-17,1948,Jul,17,199,0
'LIVING01',1948-07-18,1948,Jul,18,200,0
'LIVING01',1948-07-19,1948,Jul,19,201,0
'LIVING01',1948-07-20,1948,Jul,20,202,0
'LIVING01',1948-07-21,1948,Jul,21,203,0
'LIVING01',1948-07-22,1948,Jul,22,204,0
